ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	D2	
-0.06494140625	0.81884765625	0.5751953125	0.0	0.0	0.0	1237	
-0.0673828125	0.81787109375	0.57470703125	0.0	0.0	0.0	1210	
-0.06787109375	0.8193359375	0.5751953125	0.0	0.0	0.0	1274	
-0.06640625	0.81982421875	0.5751953125	0.0	0.0	0.0	1301	
-0.06591796875	0.8203125	0.5751953125	0.0	0.0	0.0	1237	
-0.06591796875	0.8193359375	0.57373046875	0.0	0.0	0.0	1210	
-0.068359375	0.81884765625	0.57373046875	0.0	0.0	0.0	1272	
-0.0654296875	0.8193359375	0.57470703125	0.0	0.0	0.0	1302	
-0.0654296875	0.8203125	0.57421875	0.0	0.0	0.0	1239	
-0.06689453125	0.81982421875	0.57373046875	0.0	0.0	0.0	1209	
-0.06396484375	0.81689453125	0.57470703125	0.0	0.0	0.0	1270	
-0.06494140625	0.8203125	0.576171875	0.0	0.0	0.0	1301	
-0.0654296875	0.8203125	0.57666015625	0.0	0.0	0.0	1240	
-0.06591796875	0.81884765625	0.5732421875	0.0	0.0	0.0	1209	
-0.06689453125	0.81884765625	0.57666015625	0.0	0.0	0.0	1270	
-0.0654296875	0.8193359375	0.576171875	0.0	0.0	0.0	1301	
-0.0634765625	0.8212890625	0.57666015625	0.0	0.0	0.0	1241	
-0.06640625	0.81982421875	0.57373046875	0.0	0.0	0.0	1208	
-0.0634765625	0.81787109375	0.57666015625	0.0	0.0	0.0	1269	
-0.0634765625	0.8203125	0.57568359375	0.0	0.0	0.0	1303	
-0.0654296875	0.8203125	0.57470703125	0.0	0.0	0.0	1244	
-0.06591796875	0.818359375	0.57470703125	0.0	0.0	0.0	1209	
-0.06494140625	0.81982421875	0.57568359375	0.0	0.0	0.0	1267	
-0.06201171875	0.81591796875	0.5703125	0.0	0.0	0.0	1302	
-0.0810546875	0.82470703125	0.5869140625	0.0	0.0	0.0	1241	
-0.05029296875	0.82275390625	0.57421875	0.244140625	0.30517578125	0.732421875	1208	
-0.0732421875	0.82177734375	0.57568359375	-0.1220703125	0.06103515625	-0.3662109375	1267	
-0.06396484375	0.822265625	0.57958984375	0.244140625	-0.30517578125	-0.42724609375	1302	
-0.0693359375	0.8115234375	0.56982421875	-0.3662109375	0.67138671875	-0.1220703125	1243	
-0.072265625	0.81884765625	0.57568359375	0.30517578125	-0.54931640625	0.30517578125	1207	
-0.0615234375	0.82568359375	0.576171875	-0.1220703125	0.1220703125	0.48828125	1265	
-0.068359375	0.82275390625	0.5751953125	0.0	0.06103515625	0.0	1303	
-0.0625	0.8232421875	0.57568359375	0.0	0.1220703125	-0.42724609375	1245	
-0.07177734375	0.8154296875	0.57275390625	-0.30517578125	0.3662109375	0.0	1207	
-0.0654296875	0.8154296875	0.5732421875	0.1220703125	-0.244140625	-0.06103515625	1266	
-0.06494140625	0.8203125	0.5771484375	0.0	0.1220703125	0.42724609375	1303	
-0.06396484375	0.82177734375	0.5791015625	0.0	-0.244140625	0.1220703125	1247	
-0.06640625	0.8193359375	0.57763671875	-0.1220703125	0.18310546875	0.0	1207	
-0.068359375	0.82177734375	0.576171875	0.18310546875	0.0	-0.244140625	1263	
-0.06494140625	0.81591796875	0.5703125	0.0	0.06103515625	0.0	1303	
-0.0673828125	0.81591796875	0.57568359375	0.0	-0.06103515625	0.0	1249	
-0.0654296875	0.81884765625	0.5751953125	-0.06103515625	-0.06103515625	0.06103515625	1207	
-0.06640625	0.82080078125	0.5791015625	0.0	0.0	0.30517578125	1261	
-0.06396484375	0.8203125	0.57763671875	0.0	0.0	-0.18310546875	1304	
-0.06640625	0.81884765625	0.576171875	0.0	0.06103515625	-0.18310546875	1249	
-0.06591796875	0.8193359375	0.57373046875	0.06103515625	0.0	-0.06103515625	1206	
-0.06787109375	0.82080078125	0.576171875	-0.06103515625	-0.06103515625	0.18310546875	1259	
-0.06298828125	0.81982421875	0.57470703125	0.1220703125	0.06103515625	0.244140625	1303	
-0.064453125	0.8203125	0.57421875	-0.1220703125	0.0	-0.244140625	1251	
-0.06640625	0.81884765625	0.5751953125	0.0	0.06103515625	-0.1220703125	1206	
-0.068359375	0.8173828125	0.5751953125	0.0	0.0	0.0	1262	
-0.06591796875	0.81884765625	0.57275390625	0.1220703125	0.0	0.18310546875	1304	
-0.0673828125	0.8203125	0.57568359375	0.0	0.0	0.0	1253	
-0.06640625	0.81884765625	0.57470703125	-0.06103515625	0.06103515625	0.0	1206	
-0.06787109375	0.82080078125	0.57763671875	-0.1220703125	0.0	0.0	1260	
-0.06494140625	0.818359375	0.57421875	0.0	0.0	0.0	1304	
-0.06591796875	0.81787109375	0.57568359375	0.06103515625	0.06103515625	0.0	1256	
-0.0654296875	0.818359375	0.57666015625	0.0	0.06103515625	0.06103515625	1206	
-0.0673828125	0.818359375	0.57568359375	0.0	0.0	-0.06103515625	1257	
-0.06591796875	0.82080078125	0.57568359375	0.0	-0.06103515625	0.06103515625	1305	
-0.0654296875	0.82080078125	0.57666015625	-0.06103515625	0.0	0.0	1253	
-0.06396484375	0.81787109375	0.57470703125	-0.06103515625	0.06103515625	0.1220703125	1206	
-0.0654296875	0.81787109375	0.576171875	-0.1220703125	0.0	0.0	1256	
-0.06494140625	0.81787109375	0.5751953125	0.06103515625	0.0	0.0	1304	
-0.06494140625	0.81884765625	0.5751953125	0.1220703125	0.06103515625	0.06103515625	1256	
-0.0673828125	0.82080078125	0.57568359375	0.1220703125	0.06103515625	0.1220703125	1206	
-0.06591796875	0.81982421875	0.57666015625	-0.06103515625	0.06103515625	-0.1220703125	1253	
-0.06689453125	0.82080078125	0.5771484375	0.0	0.0	-0.06103515625	1305	
-0.06494140625	0.81884765625	0.57421875	-0.06103515625	0.06103515625	0.0	1257	
-0.06396484375	0.81884765625	0.572265625	0.0	0.1220703125	0.0	1206	
-0.0654296875	0.8173828125	0.5751953125	0.0	0.0	0.0	1255	
-0.0673828125	0.8203125	0.57421875	0.1220703125	0.0	-0.06103515625	1305	
-0.06689453125	0.818359375	0.57568359375	0.0	0.0	0.0	1259	
-0.06640625	0.81982421875	0.576171875	-0.1220703125	0.0	0.06103515625	1206	
-0.06396484375	0.8193359375	0.57470703125	-0.06103515625	0.0	0.0	1253	
-0.06689453125	0.818359375	0.57763671875	-0.06103515625	0.06103515625	0.0	1304	
-0.06689453125	0.818359375	0.5751953125	0.0	0.0	0.0	1260	
-0.06640625	0.818359375	0.5771484375	0.1220703125	0.06103515625	0.0	1206	
-0.064453125	0.82177734375	0.5732421875	0.0	0.0	0.06103515625	1250	
-0.06494140625	0.8203125	0.578125	0.0	0.1220703125	0.06103515625	1304	
-0.064453125	0.81982421875	0.57470703125	0.0	0.0	0.0	1260	
-0.06689453125	0.822265625	0.57666015625	0.0	0.0	-0.06103515625	1206	
-0.06591796875	0.81884765625	0.5732421875	0.0	0.0	0.06103515625	1248	
-0.0654296875	0.81884765625	0.5751953125	0.0	0.1220703125	0.0	1304	
-0.0654296875	0.81982421875	0.57568359375	0.06103515625	0.0	0.0	1261	
-0.0634765625	0.8203125	0.57470703125	0.1220703125	0.0	0.0	1206	
-0.0654296875	0.81884765625	0.57275390625	0.0	0.1220703125	-0.06103515625	1246	
-0.06787109375	0.8212890625	0.5771484375	-0.06103515625	0.06103515625	0.1220703125	1303	
-0.06787109375	0.81982421875	0.57470703125	-0.06103515625	0.0	0.0	1263	
-0.06591796875	0.81884765625	0.5732421875	-0.06103515625	0.06103515625	0.0	1207	
-0.06787109375	0.81884765625	0.57421875	0.0	0.06103515625	0.1220703125	1249	
-0.06689453125	0.818359375	0.5751953125	-0.06103515625	0.06103515625	0.0	1304	
-0.06494140625	0.818359375	0.576171875	0.0	0.0	-0.06103515625	1266	
-0.064453125	0.81884765625	0.5751953125	-0.06103515625	0.0	-0.1220703125	1207	
-0.06591796875	0.8193359375	0.57470703125	0.0	-0.06103515625	0.0	1246	
-0.06689453125	0.81689453125	0.57666015625	0.0	0.0	0.0	1303	
-0.0654296875	0.82177734375	0.5751953125	0.06103515625	0.06103515625	0.0	1263	
-0.06396484375	0.81982421875	0.57763671875	0.0	-0.06103515625	0.0	1207	
-0.06591796875	0.8212890625	0.5751953125	0.06103515625	0.0	0.0	1245	
-0.06640625	0.8193359375	0.5751953125	0.0	0.0	0.0	1303	
-0.06787109375	0.81884765625	0.57470703125	0.0	0.0	0.0	1266	
-0.06591796875	0.8203125	0.5751953125	0.0	0.0	0.06103515625	1207	
-0.06640625	0.81884765625	0.5732421875	0.0	0.0	0.0	1243	
-0.0654296875	0.8212890625	0.57275390625	-0.1220703125	0.0	-0.06103515625	1302	
-0.06640625	0.8193359375	0.5732421875	0.0	0.0	-0.06103515625	1267	
-0.0673828125	0.8203125	0.57763671875	0.0	0.0	0.0	1208	
-0.06591796875	0.81884765625	0.576171875	0.06103515625	0.0	0.0	1245	
-0.06494140625	0.81982421875	0.5751953125	0.0	0.0	0.06103515625	1303	
-0.06640625	0.81982421875	0.57666015625	0.0	-0.06103515625	0.1220703125	1268	
-0.06689453125	0.818359375	0.5751953125	-0.06103515625	0.0	0.0	1208	
-0.06787109375	0.8203125	0.576171875	0.0	-0.06103515625	0.0	1242	
-0.06591796875	0.818359375	0.5771484375	-0.06103515625	-0.06103515625	0.06103515625	1302	
-0.0673828125	0.8193359375	0.57666015625	0.0	0.0	-0.06103515625	1271	
-0.06591796875	0.8203125	0.57373046875	0.0	0.1220703125	0.0	1208	
-0.0673828125	0.8212890625	0.57763671875	0.0	0.0	0.0	1241	
-0.068359375	0.81884765625	0.572265625	0.0	0.06103515625	0.06103515625	1301	
-0.06640625	0.8203125	0.5751953125	0.0	0.0	0.0	1270	
-0.064453125	0.818359375	0.5751953125	-0.1220703125	0.0	0.0	1208	
-0.06591796875	0.8173828125	0.57470703125	0.0	0.06103515625	0.0	1239	
-0.0673828125	0.81982421875	0.576171875	0.0	0.0	0.06103515625	1303	
-0.06396484375	0.8193359375	0.57666015625	-0.1220703125	0.06103515625	0.06103515625	1271	
-0.06689453125	0.8203125	0.5751953125	0.0	0.0	0.0	1208	
-0.06591796875	0.82177734375	0.576171875	0.06103515625	0.06103515625	0.06103515625	1238	
-0.06591796875	0.81982421875	0.57470703125	0.0	0.0	0.06103515625	1301	
-0.06640625	0.8193359375	0.57275390625	-0.06103515625	0.0	0.0	1271	
-0.0654296875	0.818359375	0.57373046875	0.0	0.1220703125	0.0	1209	
-0.06494140625	0.81787109375	0.57568359375	0.0	0.0	0.0	1240	
-0.064453125	0.8193359375	0.57763671875	0.06103515625	-0.06103515625	0.0	1300	
-0.0654296875	0.8193359375	0.57568359375	0.0	0.1220703125	-0.06103515625	1273	
-0.06640625	0.8203125	0.5751953125	0.0	0.06103515625	-0.1220703125	1210	
