ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	D2	
-0.06787109375	0.81982421875	0.576171875	-0.1220703125	-0.06103515625	0.0	1238	
-0.064453125	0.81884765625	0.576171875	0.0	0.0	0.06103515625	1300	
-0.064453125	0.8193359375	0.57763671875	-0.06103515625	0.0	0.06103515625	1275	
-0.0673828125	0.81982421875	0.57470703125	0.06103515625	0.0	0.06103515625	1209	
-0.06787109375	0.81884765625	0.5751953125	0.0	0.0	0.1220703125	1237	
-0.0654296875	0.8193359375	0.5771484375	0.0	0.0	0.06103515625	1299	
-0.064453125	0.818359375	0.57861328125	0.0	-0.06103515625	0.0	1274	
-0.06689453125	0.818359375	0.57470703125	-0.06103515625	0.1220703125	0.0	1210	
-0.06689453125	0.8193359375	0.57373046875	0.0	-0.06103515625	-0.06103515625	1235	
-0.06591796875	0.81884765625	0.57666015625	0.0	0.0	0.0	1301	
-0.06591796875	0.82080078125	0.5751953125	0.0	0.18310546875	0.0	1275	
-0.0654296875	0.8193359375	0.57373046875	0.0	0.0	-0.1220703125	1210	
-0.064453125	0.81884765625	0.5751953125	0.0	0.0	0.06103515625	1235	
-0.06884765625	0.81884765625	0.57568359375	-0.1220703125	0.0	0.0	1299	
-0.06494140625	0.81982421875	0.5771484375	0.06103515625	0.0	0.06103515625	1277	
-0.06640625	0.81982421875	0.576171875	0.0	0.0	0.0	1212	
-0.06591796875	0.8193359375	0.57470703125	0.0	0.0	-0.1220703125	1234	
-0.0654296875	0.81884765625	0.57421875	0.0	-0.06103515625	0.0	1298	
-0.064453125	0.82080078125	0.57666015625	0.06103515625	0.0	0.1220703125	1278	
-0.06640625	0.8193359375	0.57568359375	0.0	0.0	0.0	1211	
-0.064453125	0.8193359375	0.5771484375	0.06103515625	0.1220703125	-0.06103515625	1232	
-0.0654296875	0.818359375	0.57421875	-0.06103515625	0.0	0.0	1296	
-0.064453125	0.81982421875	0.57421875	-0.06103515625	0.06103515625	0.0	1277	
-0.06591796875	0.8193359375	0.57470703125	0.0	0.06103515625	-0.06103515625	1212	
-0.0654296875	0.8203125	0.57421875	-0.06103515625	0.0	0.0	1229	
-0.064453125	0.818359375	0.5751953125	0.0	0.06103515625	0.06103515625	1296	
-0.06591796875	0.82080078125	0.5771484375	0.0	0.0	0.0	1279	
-0.06591796875	0.8212890625	0.5751953125	0.0	0.0	0.06103515625	1213	
-0.06591796875	0.8203125	0.57470703125	0.0	-0.06103515625	0.06103515625	1228	
-0.06640625	0.8173828125	0.572265625	0.0	0.1220703125	-0.18310546875	1297	
-0.068359375	0.8203125	0.57763671875	-0.06103515625	-0.06103515625	0.0	1280	
-0.06396484375	0.8193359375	0.57470703125	-0.1220703125	0.06103515625	0.18310546875	1215	
-0.06689453125	0.81982421875	0.5771484375	-0.06103515625	0.0	0.1220703125	1231	
-0.06298828125	0.8212890625	0.5751953125	0.0	0.0	0.06103515625	1295	
-0.064453125	0.8193359375	0.57568359375	0.0	0.1220703125	0.0	1281	
-0.06396484375	0.81787109375	0.57470703125	0.0	-0.06103515625	0.0	1214	
-0.068359375	0.818359375	0.57568359375	-0.06103515625	0.06103515625	0.1220703125	1228	
-0.06640625	0.81787109375	0.57666015625	0.0	0.0	0.06103515625	1294	
-0.0673828125	0.8193359375	0.57763671875	0.0	-0.06103515625	0.0	1284	
-0.064453125	0.81787109375	0.57568359375	0.0	0.0	-0.06103515625	1215	
-0.0673828125	0.81884765625	0.57470703125	0.0	0.0	-0.06103515625	1228	
-0.0673828125	0.81884765625	0.57568359375	0.0	0.0	0.06103515625	1293	
-0.06396484375	0.8193359375	0.57373046875	0.0	0.06103515625	0.1220703125	1283	
-0.064453125	0.82177734375	0.57275390625	-0.1220703125	0.0	0.0	1216	
-0.06640625	0.81982421875	0.57568359375	0.0	0.06103515625	0.0	1227	
-0.06640625	0.8193359375	0.57568359375	0.0	0.1220703125	0.0	1293	
-0.0673828125	0.8203125	0.57568359375	0.1220703125	0.0	0.18310546875	1284	
-0.0654296875	0.82080078125	0.57275390625	0.06103515625	0.0	0.1220703125	1218	
-0.0673828125	0.82080078125	0.57421875	0.0	0.0	0.0	1225	
-0.0673828125	0.8212890625	0.576171875	-0.1220703125	0.06103515625	0.0	1292	
-0.06640625	0.81982421875	0.57666015625	0.0	0.06103515625	0.1220703125	1286	
-0.06396484375	0.818359375	0.57421875	0.06103515625	0.0	0.0	1219	
-0.0673828125	0.8193359375	0.576171875	-0.06103515625	0.0	0.0	1225	
-0.06494140625	0.81884765625	0.57861328125	0.0	0.0	0.0	1290	
-0.06689453125	0.8193359375	0.576171875	0.0	0.1220703125	0.0	1287	
-0.06689453125	0.82080078125	0.57666015625	0.0	0.0	0.0	1218	
-0.06689453125	0.818359375	0.57666015625	0.0	0.18310546875	0.0	1225	
-0.06591796875	0.818359375	0.5751953125	0.0	0.0	0.0	1290	
-0.0673828125	0.8193359375	0.576171875	0.06103515625	0.1220703125	0.0	1286	
-0.06396484375	0.81787109375	0.57373046875	0.0	0.0	-0.06103515625	1219	
-0.06591796875	0.81982421875	0.5751953125	0.0	0.0	-0.1220703125	1222	
-0.06689453125	0.81982421875	0.57470703125	0.06103515625	0.0	0.0	1288	
-0.06396484375	0.81982421875	0.57568359375	0.06103515625	-0.06103515625	0.0	1287	
-0.06396484375	0.818359375	0.57861328125	0.0	0.0	0.0	1221	
-0.06591796875	0.8193359375	0.57470703125	-0.1220703125	0.0	-0.06103515625	1221	
-0.0654296875	0.81689453125	0.576171875	-0.06103515625	0.0	0.1220703125	1290	
-0.0654296875	0.818359375	0.5771484375	0.0	0.0	0.1220703125	1289	
-0.06689453125	0.81884765625	0.57666015625	0.1220703125	-0.06103515625	0.06103515625	1222	
-0.06787109375	0.822265625	0.57470703125	0.06103515625	0.0	0.0	1222	
-0.06494140625	0.81884765625	0.57421875	0.0	0.0	0.06103515625	1288	
-0.06689453125	0.81884765625	0.57373046875	0.0	0.0	-0.06103515625	1290	
-0.06787109375	0.8193359375	0.57568359375	0.0	0.06103515625	0.06103515625	1222	
-0.06689453125	0.8193359375	0.57666015625	0.0	0.06103515625	0.18310546875	1221	
-0.06640625	0.818359375	0.57568359375	0.1220703125	0.0	0.0	1286	
-0.0654296875	0.81982421875	0.57275390625	0.0	0.06103515625	0.0	1292	
-0.06689453125	0.8193359375	0.57666015625	0.06103515625	0.0	-0.06103515625	1222	
-0.0654296875	0.822265625	0.57666015625	0.0	0.0	0.06103515625	1220	
-0.0673828125	0.81689453125	0.5732421875	-0.06103515625	0.06103515625	0.06103515625	1285	
-0.06640625	0.82080078125	0.57568359375	0.0	0.0	-0.1220703125	1291	
-0.0634765625	0.81787109375	0.5771484375	0.0	0.06103515625	0.0	1223	
-0.06396484375	0.81884765625	0.57373046875	0.06103515625	0.06103515625	0.0	1218	
-0.06494140625	0.818359375	0.57568359375	0.0	0.06103515625	0.0	1287	
-0.0654296875	0.8203125	0.57470703125	0.0	0.06103515625	0.0	1292	
-0.06591796875	0.81884765625	0.57421875	0.0	0.06103515625	0.0	1225	
-0.0654296875	0.82080078125	0.576171875	-0.06103515625	0.0	0.0	1216	
-0.06591796875	0.8203125	0.5771484375	0.0	0.06103515625	0.06103515625	1285	
-0.06591796875	0.81982421875	0.57763671875	-0.06103515625	0.0	0.06103515625	1294	
-0.06494140625	0.8173828125	0.5751953125	0.0	0.0	0.18310546875	1225	
-0.06689453125	0.818359375	0.57470703125	-0.06103515625	0.06103515625	0.0	1217	
-0.06689453125	0.818359375	0.5751953125	0.0	0.0	0.0	1283	
-0.0654296875	0.81884765625	0.57568359375	0.06103515625	0.1220703125	-0.06103515625	1295	
-0.06640625	0.8203125	0.57470703125	0.0	0.0	-0.1220703125	1225	
-0.068359375	0.81884765625	0.5751953125	0.0	0.1220703125	0.06103515625	1216	
-0.0634765625	0.818359375	0.57568359375	-0.06103515625	0.06103515625	0.0	1282	
-0.0673828125	0.818359375	0.57421875	0.0	0.0	0.06103515625	1295	
-0.06591796875	0.82080078125	0.57373046875	0.06103515625	-0.06103515625	0.0	1227	
-0.0673828125	0.81982421875	0.576171875	0.06103515625	0.0	0.0	1214	
-0.06640625	0.81982421875	0.576171875	0.1220703125	-0.1220703125	0.1220703125	1281	
-0.06591796875	0.82080078125	0.57763671875	-0.1220703125	0.06103515625	0.0	1295	
-0.064453125	0.8203125	0.57470703125	-0.1220703125	0.1220703125	0.0	1228	
-0.06640625	0.818359375	0.57470703125	-0.06103515625	0.0	-0.06103515625	1213	
-0.06494140625	0.8193359375	0.57666015625	0.0	0.0	0.06103515625	1281	
-0.06591796875	0.8173828125	0.5771484375	0.0	0.06103515625	0.06103515625	1297	
-0.06689453125	0.8193359375	0.5751953125	0.1220703125	0.0	0.06103515625	1230	
-0.064453125	0.82080078125	0.57568359375	0.0	0.0	0.0	1213	
-0.0654296875	0.8203125	0.57470703125	0.0	0.0	0.0	1280	
-0.06640625	0.8203125	0.57763671875	0.0	0.0	0.0	1298	
-0.0654296875	0.81982421875	0.57568359375	0.0	0.0	0.0	1232	
-0.06494140625	0.818359375	0.5751953125	0.0	0.0	0.0	1212	
-0.064453125	0.81884765625	0.57568359375	0.0	0.0	0.0	1277	
-0.06591796875	0.81982421875	0.57568359375	0.0	0.0	0.0	1299	
-0.06640625	0.82275390625	0.57470703125	0.0	0.0	0.0	1232	
-0.064453125	0.82080078125	0.57568359375	0.0	0.0	0.0	1212	
-0.06640625	0.818359375	0.5771484375	0.0	0.0	0.0	1276	
-0.0634765625	0.81884765625	0.5751953125	0.0	0.0	0.0	1299	
-0.06591796875	0.81884765625	0.5751953125	0.0	0.0	0.0	1234	
-0.06689453125	0.8212890625	0.57763671875	0.0	0.0	0.0	1211	
-0.0654296875	0.82275390625	0.57421875	0.0	0.0	0.0	1278	
-0.06640625	0.818359375	0.5751953125	0.0	0.0	0.0	1299	
-0.0673828125	0.81787109375	0.57470703125	0.0	0.0	0.0	1236	
-0.06640625	0.81884765625	0.57275390625	0.0	0.0	0.0	1210	
-0.0654296875	0.81884765625	0.57373046875	0.0	0.0	0.0	1276	
-0.0654296875	0.8203125	0.57666015625	0.0	0.0	0.0	1300	
-0.0654296875	0.82080078125	0.5751953125	0.0	0.0	0.0	1237	
-0.06689453125	0.81884765625	0.57275390625	0.0	0.0	0.0	1211	
-0.06640625	0.8203125	0.5751953125	0.0	0.0	0.0	1274	
-0.06494140625	0.81884765625	0.576171875	0.0	0.0	0.0	1300	
-0.064453125	0.8193359375	0.5751953125	0.0	0.0	0.0	1235	
-0.06494140625	0.81884765625	0.57421875	0.0	0.0	0.0	1210	
-0.0634765625	0.8203125	0.5732421875	0.0	0.0	0.0	1272	
-0.06640625	0.8203125	0.57373046875	0.0	0.0	0.0	1301	
-0.06591796875	0.8212890625	0.57568359375	0.0	0.0	0.0	1237	
-0.068359375	0.8212890625	0.576171875	0.0	0.0	0.0	1209	
-0.06396484375	0.8203125	0.57568359375	0.0	0.0	0.0	1269	
-0.06640625	0.8203125	0.57763671875	0.0	0.0	0.0	1300	
-0.06689453125	0.8203125	0.5732421875	0.0	0.0	0.0	1238	
-0.06591796875	0.8212890625	0.576171875	0.0	0.0	0.0	1209	
-0.0654296875	0.8193359375	0.5732421875	0.0	0.0	0.0	1270	
-0.06787109375	0.8193359375	0.5771484375	0.0	0.0	0.0	1301	
-0.0673828125	0.81884765625	0.5751953125	0.0	0.0	0.0	1240	
-0.06689453125	0.81884765625	0.57568359375	0.0	0.0	0.0	1209	
-0.0654296875	0.81884765625	0.57470703125	0.0	0.0	0.0	1269	
-0.0673828125	0.81884765625	0.576171875	0.0	0.0	0.0	1302	
-0.06689453125	0.81787109375	0.576171875	0.0	0.0	0.0	1241	
-0.06689453125	0.818359375	0.57666015625	0.0	0.0	0.0	1208	
-0.06494140625	0.81884765625	0.57470703125	0.0	0.0	0.0	1268	
-0.06494140625	0.8193359375	0.57568359375	0.0	0.0	0.0	1303	
-0.06689453125	0.8203125	0.5751953125	0.0	0.0	0.0	1241	
-0.0654296875	0.8203125	0.576171875	0.0	0.0	0.0	1208	
-0.06494140625	0.8203125	0.5732421875	0.0	0.0	0.0	1266	
-0.06787109375	0.81982421875	0.57373046875	0.0	0.0	0.0	1302	
-0.0654296875	0.8193359375	0.57568359375	0.0	0.0	0.0	1243	
-0.06689453125	0.81884765625	0.576171875	0.0	0.0	0.0	1207	
-0.06640625	0.818359375	0.57568359375	0.0	0.0	0.0	1264	
-0.06689453125	0.81689453125	0.5751953125	0.0	0.0	0.0	1303	
-0.06591796875	0.8203125	0.57470703125	0.0	0.0	0.0	1245	
-0.06494140625	0.82080078125	0.5751953125	0.0	0.0	0.0	1206	
-0.0673828125	0.82177734375	0.57421875	0.0	0.0	0.0	1265	
-0.06591796875	0.8173828125	0.57421875	0.0	0.0	0.0	1303	
-0.0673828125	0.8193359375	0.57421875	0.0	0.0	0.0	1247	
-0.064453125	0.82080078125	0.57568359375	0.0	0.0	0.0	1207	
-0.06494140625	0.81884765625	0.57470703125	0.0	0.0	0.0	1263	
-0.06591796875	0.81640625	0.57421875	0.0	0.0	0.0	1304	
-0.06689453125	0.8193359375	0.57666015625	0.0	0.0	0.0	1244	
-0.0673828125	0.818359375	0.57666015625	0.0	0.0	0.0	1207	
-0.0654296875	0.8212890625	0.57568359375	0.0	0.0	0.0	1263	
-0.0673828125	0.8193359375	0.57666015625	0.0	0.0	0.0	1303	
-0.0654296875	0.8203125	0.57568359375	0.0	0.0	0.0	1247	
-0.0654296875	0.8193359375	0.57568359375	0.0	0.0	0.0	1206	
-0.06591796875	0.81884765625	0.576171875	0.0	0.0	0.0	1260	
-0.06396484375	0.81884765625	0.57666015625	0.0	0.0	0.0	1304	
-0.0654296875	0.8203125	0.5751953125	0.0	0.0	0.0	1249	
-0.064453125	0.8212890625	0.57470703125	0.0	0.0	0.0	1206	
-0.0654296875	0.82080078125	0.57666015625	0.0	0.0	0.0	1261	
-0.06494140625	0.81982421875	0.57763671875	0.0	0.0	0.0	1304	
-0.06689453125	0.81982421875	0.5751953125	0.0	0.0	0.0	1251	
-0.06494140625	0.81982421875	0.576171875	0.0	0.0	0.0	1205	
-0.06591796875	0.818359375	0.57421875	0.0	0.0	0.0	1259	
-0.064453125	0.82080078125	0.576171875	0.0	0.0	0.0	1304	
-0.06640625	0.8212890625	0.5751953125	0.0	0.0	0.0	1253	
-0.06640625	0.8193359375	0.57666015625	0.0	0.0	0.0	1205	
-0.06689453125	0.8212890625	0.57568359375	0.0	0.0	0.0	1257	
-0.0634765625	0.8203125	0.57470703125	0.0	0.0	0.0	1304	
-0.06884765625	0.8203125	0.57568359375	0.0	0.0	0.0	1251	
-0.064453125	0.81884765625	0.57666015625	0.0	0.0	0.0	1204	
-0.064453125	0.8212890625	0.57421875	0.0	0.0	0.0	1254	
-0.06494140625	0.8193359375	0.5751953125	0.0	0.0	0.0	1304	
-0.0654296875	0.8193359375	0.5751953125	0.0	0.0	0.0	1254	
-0.0654296875	0.8193359375	0.57568359375	0.0	0.0	0.0	1205	
-0.06640625	0.81982421875	0.57568359375	0.0	0.0	0.0	1253	
-0.06591796875	0.8203125	0.5732421875	0.0	0.0	0.0	1304	
-0.06591796875	0.818359375	0.57470703125	0.0	0.0	0.0	1256	
-0.0654296875	0.81982421875	0.57568359375	0.0	0.0	0.0	1205	
-0.06494140625	0.82080078125	0.57568359375	0.0	0.0	0.0	1254	
-0.064453125	0.82177734375	0.5751953125	0.0	0.0	0.0	1304	
-0.06787109375	0.8203125	0.57470703125	0.0	0.0	0.0	1258	
-0.06591796875	0.8212890625	0.57470703125	0.0	0.0	0.0	1206	
-0.06591796875	0.81884765625	0.57421875	0.0	0.0	0.0	1252	
-0.06640625	0.81982421875	0.576171875	0.0	0.0	0.0	1304	
-0.06640625	0.818359375	0.57373046875	0.0	0.0	0.0	1258	
-0.06494140625	0.81787109375	0.57666015625	0.0	0.0	0.0	1205	
-0.06494140625	0.8193359375	0.578125	0.0	0.0	0.0	1249	
-0.0654296875	0.81982421875	0.5732421875	0.0	0.0	0.0	1304	
-0.06591796875	0.81982421875	0.57470703125	0.0	0.0	0.0	1258	
-0.06689453125	0.81884765625	0.57470703125	0.0	0.0	0.0	1206	
-0.0654296875	0.8193359375	0.57470703125	0.0	0.0	0.0	1248	
-0.06591796875	0.81787109375	0.57568359375	0.0	0.0	0.0	1304	
-0.06640625	0.8203125	0.576171875	0.0	0.0	0.0	1259	
-0.0673828125	0.81787109375	0.57373046875	0.0	0.0	0.0	1206	
-0.0654296875	0.81884765625	0.578125	0.0	0.0	0.0	1250	
-0.06494140625	0.8203125	0.5751953125	0.0	0.0	0.0	1304	
-0.06591796875	0.81982421875	0.57421875	0.0	0.0	0.0	1262	
-0.06591796875	0.818359375	0.57666015625	0.0	0.0	0.0	1206	
-0.0654296875	0.818359375	0.57763671875	0.0	0.0	0.0	1249	
-0.06591796875	0.8193359375	0.576171875	0.0	0.0	0.0	1304	
